name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"y_hat[363]",-75,0.27,17,-103,-74,-49,3908,1813,1.00
"y_hat[364]",14,0.081,5.3,5.9,14,23,4205,1950,1.00
"y_hat[365]",45,0.13,8.5,32,45,59,3929,1822,1.00
"y_hat[366]",37,0.12,7.3,25,36,49,3983,1847,1.00
"y_hat[367]",5.2,0.080,5.2,-3.5,5.2,14,4239,1966,1.00
"y_hat[368]",-25,0.13,8.3,-39,-24,-12,4090,1897,1.00
"y_hat[369]",-29,0.14,8.9,-45,-29,-15,4061,1883,1.00
"y_hat[370]",-16,0.11,7.0,-28,-15,-4.6,4141,1921,1.00
"y_hat[371]",-6.7,0.092,6.0,-17,-6.5,2.7,4201,1949,1.00
"y_hat[372]",-27,0.13,8.6,-42,-27,-14,4074,1890,1.00
"y_hat[373]",-14,0.10,6.7,-25,-13,-3.1,4155,1927,1.00
"y_hat[374]",-0.060,0.084,5.5,-9.1,0.11,8.7,4231,1963,1.00
"y_hat[375]",4.4,0.081,5.3,-4.4,4.4,13,4239,1966,1.00
"y_hat[376]",94,0.27,17,67,93,123,3822,1773,1.00
"y_hat[377]",18,0.083,5.4,9.0,17,27,4181,1939,1.00
"y_hat[378]",158,0.46,28,112,156,207,3806,1765,1.00
"y_hat[379]",14,0.081,5.2,5.6,14,23,4207,1951,1.00
"y_hat[380]",-49,0.19,12,-69,-48,-30,3970,1842,1.00
"y_hat[381]",64,0.19,12,46,63,84,3863,1792,1.00
"y_hat[382]",-2.5,0.087,5.6,-12,-2.4,6.5,4222,1958,1.00
"y_hat[383]",50,0.15,9.3,36,50,66,3904,1811,1.00
"y_hat[384]",-10.0,0.098,6.3,-21,-9.7,0.014,4183,1940,1.00
"y_hat[385]",27,0.096,6.1,17,27,37,4086,1895,1.00
"y_hat[386]",31,0.10,6.6,21,31,42,4036,1872,1.00
"y_hat[387]",77,0.22,14,55,76,101,3838,1780,1.00
"y_hat[388]",38,0.12,7.5,26,38,51,3973,1843,1.00
"y_hat[389]",-34,0.15,9.6,-50,-33,-18,4037,1873,1.00
"y_hat[390]",-7.1,0.093,6.0,-17,-6.8,2.4,4200,1948,1.00
"y_hat[391]",-80,0.28,18,-110,-80,-52,3900,1809,1.00
"y_hat[392]",-55,0.21,13,-77,-54,-34,3951,1833,1.00
"y_hat[393]",1.5,0.083,5.4,-7.5,1.6,10,4236,1965,1.00
"y_hat[394]",36,0.11,7.2,25,36,48,3987,1849,1.00
"y_hat[395]",68,0.20,12,49,68,89,3853,1787,1.00
"y_hat[396]",5.8,0.080,5.2,-2.7,5.9,14,4239,1966,1.00
"y_hat[397]",67,0.19,12,48,66,88,3856,1788,1.00
"y_hat[398]",21,0.088,5.6,12,21,31,4150,1925,1.00
"y_hat[399]",8.6,0.079,5.2,0.17,8.7,17,4234,1964,1.00
"y_hat[400]",0.12,0.084,5.5,-8.9,0.28,8.8,4232,1963,1.00
"y_hat[401]",35,0.11,7.1,24,35,48,3993,1852,1.00
"y_hat[402]",8.0,0.079,5.2,-0.42,8.1,17,4235,1964,1.00
"y_hat[403]",56,0.16,10,40,56,74,3884,1801,1.00
"y_hat[404]",45,0.14,8.5,32,45,60,3926,1821,1.00
"y_hat[405]",10,0.079,5.2,1.7,10,19,4228,1961,1.00
"y_hat[406]",58,0.17,11,41,57,76,3880,1800,1.00
"y_hat[407]",7.5,0.080,5.2,-1.00,7.5,16,4237,1965,1.00
"y_hat[408]",17,0.083,5.4,8.4,17,26,4186,1942,1.00
"y_hat[409]",71,0.21,13,51,71,93,3847,1784,1.00
"y_hat[410]",34,0.11,7.0,23,34,46,4006,1858,1.00
"y_hat[411]",35,0.11,7.1,24,35,47,3997,1854,1.00
"y_hat[412]",69,0.20,12,49,68,90,3852,1787,1.00
"y_hat[413]",106,0.31,19,75,105,138,3816,1770,1.00
"y_hat[414]",46,0.14,8.6,33,46,61,3922,1819,1.00
"y_hat[415]",7.6,0.080,5.2,-0.82,7.7,16,4236,1965,1.00
"y_hat[416]",64,0.19,12,45,63,84,3863,1792,1.00
"y_hat[417]",67,0.20,12,48,67,88,3855,1788,1.00
"y_hat[418]",-27,0.13,8.6,-42,-27,-14,4075,1890,1.00
"y_hat[419]",30,0.10,6.5,20,30,41,4046,1877,1.00
"y_hat[420]",17,0.083,5.3,8.2,17,26,4188,1942,1.00
"y_hat[421]",36,0.11,7.2,24,35,48,3992,1851,1.00
"y_hat[422]",3.2,0.081,5.3,-5.6,3.3,12,4239,1966,1.00
"y_hat[423]",-8.6,0.095,6.2,-19,-8.3,1.1,4191,1944,1.00
"y_hat[424]",42,0.13,8.0,29,41,55,3946,1830,1.00
"y_hat[425]",76,0.22,14,54,75,99,3840,1781,1.00
"y_hat[426]",-14,0.10,6.8,-25,-13,-3.2,4154,1927,1.00
"y_hat[427]",67,0.19,12,48,67,88,3856,1788,1.00
"y_hat[428]",24,0.092,5.9,15,24,34,4121,1911,1.00
"y_hat[429]",87,0.25,16,62,86,114,3827,1775,1.00
"y_hat[430]",52,0.15,9.5,37,51,68,3898,1808,1.00
"y_hat[431]",7.2,0.080,5.2,-1.2,7.3,16,4237,1965,1.00
"y_hat[432]",2.8,0.082,5.3,-6.1,2.9,11,4238,1966,1.00
"y_hat[433]",64,0.18,11,45,63,83,3864,1792,1.00
"y_hat[434]",27,0.096,6.1,17,27,37,4085,1895,1.00
"y_hat[435]",-41,0.17,11,-59,-40,-24,4001,1856,1.00
"y_hat[436]",1.7,0.082,5.4,-7.2,1.9,10,4236,1965,1.00
"y_hat[437]",12,0.080,5.2,3.4,12,20,4221,1958,1.00
"y_hat[438]",-28,0.14,8.8,-43,-28,-14,4067,1886,1.00
"y_hat[439]",-2.7,0.087,5.6,-12,-2.5,6.3,4221,1958,1.00
"y_hat[440]",-36,0.16,10,-53,-36,-20,4024,1866,1.00
"y_hat[441]",20,0.086,5.5,11,20,29,4162,1930,1.00
"y_hat[442]",-19,0.12,7.5,-32,-19,-7.6,4133,1917,1.00
"y_hat[443]",-42,0.17,11,-61,-42,-25,3997,1854,1.00
"y_hat[444]",15,0.081,5.3,6.5,15,24,4201,1948,1.00
"y_hat[445]",-68,0.25,16,-94,-68,-44,3919,1818,1.00
"y_hat[446]",-95,0.33,20,-129,-94,-63,3884,1801,1.00
"y_hat[447]",-9.4,0.097,6.3,-20,-9.1,0.52,4187,1942,1.00
"y_hat[448]",70,0.20,12,50,69,91,3850,1786,1.00
"y_hat[449]",19,0.085,5.5,10,19,28,4170,1934,1.00
"y_hat[450]",-85,0.30,19,-117,-84,-56,3894,1806,1.00
"y_hat[451]",23,0.090,5.8,14,23,33,4139,1920,1.00
"y_hat[452]",-46,0.18,12,-65,-45,-27,3982,1847,1.00
"y_hat[453]",-30,0.14,9.1,-46,-30,-16,4055,1881,1.00
"y_hat[454]",-53,0.20,13,-74,-52,-33,3956,1835,1.00
"y_hat[455]",12,0.080,5.2,3.2,12,20,4221,1958,1.00
"y_hat[456]",7.7,0.080,5.2,-0.77,7.7,16,4236,1965,1.00
"y_hat[457]",11,0.080,5.2,2.9,11,20,4223,1959,1.00
"y_hat[458]",24,0.091,5.8,14,23,33,4131,1916,1.00
"y_hat[459]",-30,0.14,9.0,-45,-29,-16,4057,1882,1.00
"y_hat[460]",-14,0.11,6.8,-26,-14,-3.4,4152,1926,1.00
"y_hat[461]",2.2,0.082,5.3,-6.7,2.4,11,4237,1965,1.00
"y_hat[462]",23,0.089,5.8,14,23,32,4139,1920,1.00
"y_hat[463]",38,0.12,7.4,26,37,50,3976,1844,1.00
"y_hat[464]",9.8,0.079,5.2,1.4,9.8,18,4230,1962,1.00
"y_hat[465]",46,0.14,8.6,32,46,61,3923,1819,1.00
"y_hat[466]",28,0.098,6.3,18,28,39,4070,1888,1.00
"y_hat[467]",52,0.15,9.5,37,51,68,3899,1808,1.00
"y_hat[468]",-10,0.098,6.4,-21,-10,-0.25,4180,1939,1.00
"y_hat[469]",-25,0.13,8.3,-39,-25,-12,4088,1896,1.00
"y_hat[470]",-10.0,0.098,6.3,-21,-9.7,0.0013,4183,1940,1.00
"y_hat[471]",54,0.16,9.8,38,53,71,3892,1805,1.00
"y_hat[472]",-3.4,0.088,5.7,-13,-3.2,5.7,4218,1957,1.00
"y_hat[473]",-2.7,0.087,5.6,-12,-2.5,6.4,4222,1958,1.00
"y_hat[474]",-9.0,0.096,6.2,-20,-8.7,0.81,4189,1943,1.00
"y_hat[475]",16,0.082,5.3,7.4,16,25,4194,1945,1.00
"y_hat[476]",81,0.23,14,57,80,105,3834,1778,1.00
"y_hat[477]",62,0.18,11,44,62,82,3868,1794,1.00
"y_hat[478]",44,0.13,8.4,31,44,58,3932,1824,1.00
"y_hat[479]",-23,0.12,8.0,-37,-23,-10,4104,1903,1.00
"y_hat[480]",13,0.080,5.2,4.4,13,22,4214,1955,1.00
"y_hat[481]",20,0.086,5.5,11,20,29,4163,1931,1.00
"y_hat[482]",72,0.21,13,51,72,95,3846,1784,1.00
"y_hat[483]",-72,0.26,16,-100,-72,-47,3912,1814,1.00
"y_hat[484]",11,0.080,5.2,2.8,11,20,4223,1959,1.00
"y_hat[485]",-69,0.25,16,-96,-69,-45,3917,1817,1.00
"y_hat[486]",-4.8,0.090,5.8,-15,-4.6,4.4,4212,1953,1.00
"y_hat[487]",-43,0.18,11,-61,-42,-25,3995,1853,1.00
"y_hat[488]",-19,0.12,7.4,-31,-18,-7.2,4119,1910,1.00
"y_hat[489]",78,0.23,14,56,77,102,3837,1780,1.00
"y_hat[490]",19,0.085,5.5,11,19,29,4166,1932,1.00
"y_hat[491]",-80,0.28,18,-109,-79,-52,3901,1809,1.00
"y_hat[492]",-2.5,0.087,5.6,-12,-2.3,6.5,4222,1958,1.00
"y_hat[493]",-63,0.23,15,-87,-62,-40,3930,1823,1.00
"y_hat[494]",21,0.087,5.6,12,21,30,4154,1927,1.00
"y_hat[495]",79,0.23,14,56,78,103,3836,1779,1.00
"y_hat[496]",15,0.081,5.3,6.7,15,24,4200,1948,1.00
"y_hat[497]",39,0.12,7.6,27,39,52,3963,1838,1.00
"y_hat[498]",52,0.15,9.5,37,51,68,3899,1809,1.00
"y_hat[499]",35,0.11,7.1,24,35,47,3994,1853,1.00
"y_hat[500]",84,0.24,15,60,83,109,3830,1777,1.00
"y_hat[501]",-62,0.23,14,-86,-61,-39,3932,1824,1.00
"y_hat[502]",53,0.16,9.8,38,53,70,3893,1806,1.00
"y_hat[503]",11,0.080,5.2,2.3,11,19,4226,1960,1.00
"y_hat[504]",20,0.086,5.6,11,20,30,4159,1929,1.00
"y_hat[505]",56,0.16,10,39,55,73,3886,1803,1.00
"y_hat[506]",49,0.15,9.2,35,49,65,3907,1812,1.00
"y_hat[507]",-24,0.13,8.1,-37,-23,-11,4100,1901,1.00
"y_hat[508]",98,0.28,17,69,97,128,3820,1772,1.00
"y_hat[509]",37,0.12,7.4,26,37,50,3977,1845,1.00
"y_hat[510]",-34,0.15,9.6,-50,-33,-18,4036,1872,1.00
"y_hat[511]",25,0.093,6.0,16,25,35,4108,1906,1.00
"y_hat[512]",32,0.10,6.6,21,31,43,4031,1870,1.00
"y_hat[513]",-10,0.098,6.4,-21,-10.0,-0.21,4181,1939,1.00
"y_hat[514]",11,0.080,5.2,2.4,11,19,4225,1960,1.00
"y_hat[515]",-18,0.11,7.3,-31,-18,-6.6,4123,1912,1.00
"y_hat[516]",54,0.16,9.8,38,53,71,3892,1805,1.00
"y_hat[517]",-5.8,0.091,5.9,-16,-5.5,3.5,4207,1951,1.00
"y_hat[518]",33,0.11,6.8,22,33,44,4018,1863,1.00
"y_hat[519]",-28,0.14,8.7,-43,-28,-14,4068,1887,1.00
"y_hat[520]",163,0.48,29,115,161,213,3805,1765,1.00
"y_hat[521]",79,0.23,14,56,78,103,3836,1779,1.00
"y_hat[522]",-57,0.22,14,-80,-56,-36,3944,1829,1.00
"y_hat[523]",38,0.12,7.4,26,37,50,3974,1843,1.00
"y_hat[524]",42,0.13,8.1,30,42,56,3944,1829,1.00
"y_hat[525]",20,0.086,5.5,11,20,29,4163,1931,1.00
"y_hat[526]",4.5,0.081,5.2,-4.3,4.6,13,4239,1966,1.00
"y_hat[527]",54,0.16,9.9,38,54,71,3891,1805,1.00
"y_hat[528]",11,0.080,5.2,2.3,11,19,4226,1960,1.00
"y_hat[529]",19,0.084,5.5,9.9,18,28,4173,1936,1.00
"y_hat[530]",44,0.13,8.4,31,44,59,3931,1823,1.00
"y_hat[531]",46,0.14,8.6,32,45,60,3924,1820,1.00
"y_hat[532]",30,0.10,6.4,20,29,41,4051,1879,1.00
"y_hat[533]",-7.5,0.094,6.1,-18,-7.2,2.1,4198,1947,1.00
"y_hat[534]",8.8,0.079,5.2,0.37,8.9,17,4233,1963,1.00
"y_hat[535]",0.65,0.083,5.4,-8.4,0.82,9.4,4234,1964,1.00
"y_hat[536]",11,0.080,5.2,2.3,11,19,4226,1960,1.00
"y_hat[537]",-9.8,0.097,6.3,-21,-9.5,0.16,4185,1941,1.00
"y_hat[538]",-3.4,0.088,5.7,-13,-3.2,5.7,4218,1957,1.00
"y_hat[539]",-45,0.18,11,-64,-44,-27,3985,1848,1.00
"y_hat[540]",-61,0.23,14,-85,-61,-39,3934,1825,1.00
"y_hat[541]",3.5,0.081,5.3,-5.3,3.6,12,4239,1966,1.00
"y_hat[542]",55,0.16,10,39,55,73,3887,1803,1.00
"y_hat[543]",43,0.13,8.2,30,43,57,3937,1826,1.00
"y_hat[544]",109,0.31,19,77,108,142,3815,1769,1.00
"y_hat[545]",61,0.18,11,43,60,80,3872,1796,1.00
"y_hat[546]",106,0.31,19,75,105,139,3816,1770,1.00
"y_hat[547]",77,0.22,14,54,76,100,3839,1781,1.00
"y_hat[548]",-56,0.21,13,-78,-55,-35,3947,1831,1.00
"y_hat[549]",18,0.084,5.4,9.7,18,28,4175,1936,1.00
"y_hat[550]",15,0.081,5.3,6.6,15,24,4200,1948,1.00
"y_hat[551]",28,0.098,6.3,18,28,39,4069,1887,1.00
"y_hat[552]",-55,0.21,13,-77,-54,-34,3951,1832,1.00
"y_hat[553]",-4.4,0.089,5.8,-14,-4.2,4.7,4213,1954,1.00
"y_hat[554]",-11,0.100,6.4,-22,-11,-0.90,4174,1936,1.00
"y_hat[555]",-34,0.15,9.6,-50,-33,-18,4037,1873,1.00
"y_hat[556]",-16,0.11,7.0,-28,-16,-5.0,4137,1919,1.00
"y_hat[557]",17,0.083,5.4,8.7,17,26,4184,1940,1.00
"y_hat[558]",-23,0.13,8.0,-37,-23,-11,4101,1902,1.00
"y_hat[559]",41,0.12,7.9,28,40,54,3953,1833,1.00
"y_hat[560]",88,0.25,16,63,88,115,3826,1775,1.00
"y_hat[561]",-76,0.27,17,-104,-75,-49,3907,1812,1.00
"y_hat[562]",-32,0.15,9.4,-48,-32,-17,4045,1876,1.00
"y_hat[563]",-24,0.13,8.2,-39,-24,-11,4093,1898,1.00
"y_hat[564]",60,0.17,11,43,60,79,3874,1797,1.00
"y_hat[565]",75,0.22,13,54,75,99,3841,1781,1.00
"y_hat[566]",28,0.099,6.3,19,28,39,4067,1886,1.00
"y_hat[567]",87,0.25,16,62,86,114,3827,1775,1.00
"y_hat[568]",68,0.20,12,48,67,89,3854,1788,1.00
"y_hat[569]",50,0.15,9.3,36,50,66,3904,1811,1.00
"y_hat[570]",56,0.16,10,40,56,74,3885,1802,1.00
"y_hat[571]",46,0.14,8.6,32,45,60,3925,1821,1.00
"y_hat[572]",28,0.099,6.3,19,28,39,4066,1886,1.00
"y_hat[573]",58,0.17,11,41,58,76,3880,1800,1.00
"y_hat[574]",-23,0.13,8.0,-37,-23,-11,4101,1902,1.00
"y_hat[575]",-10,0.098,6.4,-21,-10,-0.28,4180,1939,1.00
"y_hat[576]",77,0.22,14,55,76,101,3838,1780,1.00
"y_hat[577]",18,0.084,5.4,9.1,18,27,4180,1939,1.00
"y_hat[578]",52,0.15,9.5,37,52,68,3898,1808,1.00
"y_hat[579]",-53,0.21,13,-75,-53,-33,3955,1834,1.00
"y_hat[580]",-3.3,0.088,5.7,-13,-3.1,5.8,4219,1957,1.00
"y_hat[581]",8.1,0.079,5.2,-0.37,8.2,17,4235,1964,1.00
"y_hat[582]",12,0.080,5.2,3.9,12,21,4217,1956,1.00
"y_hat[583]",17,0.083,5.4,8.6,17,26,4184,1941,1.00
"y_hat[584]",56,0.16,10,40,56,74,3884,1801,1.00
"y_hat[585]",37,0.12,7.4,26,37,50,3976,1844,1.00
"y_hat[586]",30,0.10,6.5,20,30,41,4042,1875,1.00
"y_hat[587]",-57,0.21,13,-79,-56,-35,3946,1830,1.00
"y_hat[588]",46,0.14,8.6,32,45,60,3925,1821,1.00
"y_hat[589]",-15,0.11,6.9,-27,-15,-4.2,4144,1922,1.00
"y_hat[590]",11,0.080,5.2,2.8,11,20,4223,1959,1.00
"y_hat[591]",-8.5,0.095,6.2,-19,-8.3,1.2,4192,1944,1.00
"y_hat[592]",25,0.093,5.9,15,25,35,4113,1908,1.00
"y_hat[593]",-34,0.15,9.7,-51,-34,-19,4033,1870,1.00
"y_hat[594]",-1.3,0.085,5.5,-11,-1.1,7.6,4227,1961,1.00
"y_hat[595]",-54,0.21,13,-76,-53,-34,3952,1833,1.00
"y_hat[596]",9.9,0.079,5.2,1.6,10.0,18,4229,1961,1.00
"y_hat[597]",16,0.082,5.3,7.7,16,25,4192,1944,1.00
"y_hat[598]",65,0.19,12,46,64,85,3861,1791,1.00
"y_hat[599]",-50,0.20,12,-70,-49,-30,3966,1840,1.00
"y_hat[600]",55,0.16,10,39,55,72,3888,1803,1.00
"y_hat[601]",9.0,0.079,5.2,0.52,9.0,17,4233,1963,1.00
"y_hat[602]",49,0.14,9.1,35,48,64,3910,1814,1.00
"y_hat[603]",18,0.084,5.4,9.6,18,28,4175,1937,1.00
"y_hat[604]",61,0.18,11,43,60,80,3871,1796,1.00
"y_hat[605]",47,0.14,8.8,33,46,62,3919,1818,1.00
"y_hat[606]",73,0.21,13,52,72,95,3845,1783,1.00
"y_hat[607]",-6.7,0.092,6.0,-17,-6.5,2.7,4202,1949,1.00
"y_hat[608]",96,0.28,17,68,95,125,3821,1772,1.00
"y_hat[609]",-41,0.17,11,-59,-40,-24,4002,1856,1.00
"y_hat[610]",51,0.15,9.4,36,50,67,3903,1810,1.00
"y_hat[611]",46,0.14,8.6,33,46,61,3922,1819,1.00
"y_hat[612]",-9.6,0.097,6.3,-20,-9.3,0.33,4186,1942,1.00
"y_hat[613]",21,0.088,5.6,12,21,31,4150,1925,1.00
"y_hat[614]",-23,0.12,7.9,-36,-22,-9.9,4107,1905,1.00
"y_hat[615]",54,0.16,9.9,38,54,71,3891,1805,1.00
"y_hat[616]",21,0.087,5.6,12,21,30,4156,1928,1.00
"y_hat[617]",29,0.099,6.3,19,28,39,4063,1885,1.00
"y_hat[618]",6.2,0.080,5.2,-2.4,6.3,15,4239,1966,1.00
"y_hat[619]",136,0.39,24,96,134,178,3808,1766,1.00
"y_hat[620]",37,0.12,7.3,25,36,49,3984,1848,1.00
"y_hat[621]",10,0.079,5.2,1.8,10,19,4228,1961,1.00
"y_hat[622]",21,0.087,5.6,12,21,30,4155,1927,1.00
"y_hat[623]",29,0.099,6.3,19,28,39,4063,1884,1.00
"y_hat[624]",-58,0.22,14,-80,-57,-36,3943,1829,1.00
"y_hat[625]",19,0.085,5.5,11,19,29,4166,1932,1.00
"y_hat[626]",-18,0.11,7.3,-31,-18,-6.7,4123,1912,1.00
"y_hat[627]",-50,0.20,12,-71,-49,-30,3966,1839,1.00
"y_hat[628]",-66,0.24,15,-91,-65,-42,3924,1820,1.00
"y_hat[629]",-50,0.20,12,-70,-49,-30,3966,1839,1.00
"y_hat[630]",71,0.21,13,51,71,93,3847,1785,1.00
"y_hat[631]",7.3,0.080,5.2,-1.2,7.3,16,4237,1965,1.00
"y_hat[632]",57,0.17,10,40,56,74,3884,1801,1.00
"y_hat[633]",-65,0.24,15,-90,-65,-42,3925,1820,1.00
"y_hat[634]",-9.3,0.097,6.2,-20,-9.0,0.57,4187,1942,1.00
"y_hat[635]",-47,0.19,12,-67,-46,-29,3976,1844,1.00
"y_hat[636]",64,0.19,12,46,64,84,3862,1791,1.00
"y_hat[637]",35,0.11,7.1,24,35,47,3999,1855,1.00
"y_hat[638]",22,0.088,5.7,13,22,32,4145,1923,1.00
"y_hat[639]",-40,0.17,11,-58,-39,-23,4007,1858,1.00
"y_hat[640]",-49,0.19,12,-69,-48,-29,3971,1842,1.00
"y_hat[641]",-4.2,0.089,5.8,-14,-3.9,5.0,4215,1955,1.00
"y_hat[642]",-61,0.23,14,-85,-60,-39,3935,1825,1.00
"y_hat[643]",12,0.080,5.2,3.5,12,21,4220,1957,1.00
"y_hat[644]",71,0.20,13,50,70,93,3848,1785,1.00
"y_hat[645]",58,0.17,11,41,58,77,3879,1799,1.00
"y_hat[646]",-13,0.10,6.7,-25,-13,-2.5,4160,1929,1.00
"y_hat[647]",-13,0.10,6.6,-24,-12,-2.1,4163,1931,1.00
"y_hat[648]",33,0.11,6.8,22,32,44,4019,1864,1.00
"y_hat[649]",109,0.31,19,77,108,143,3814,1769,1.00
"y_hat[650]",50,0.15,9.2,35,49,65,3906,1812,1.00
"y_hat[651]",53,0.16,9.7,38,53,70,3894,1806,1.00
"y_hat[652]",38,0.12,7.4,26,37,50,3976,1844,1.00
"y_hat[653]",13,0.080,5.2,4.6,13,22,4213,1954,1.00
"y_hat[654]",73,0.21,13,52,72,95,3845,1783,1.00
"y_hat[655]",-28,0.14,8.7,-43,-27,-14,4070,1888,1.00
"y_hat[656]",57,0.17,10,41,57,75,3882,1801,1.00
"y_hat[657]",110,0.32,20,78,109,145,3814,1769,1.00
"y_hat[658]",26,0.094,6.0,16,26,36,4101,1902,1.00
"y_hat[659]",67,0.19,12,48,67,88,3855,1788,1.00
"y_hat[660]",41,0.12,7.8,28,40,54,3954,1834,1.00
"y_hat[661]",30,0.10,6.4,19,29,40,4053,1880,1.00
"y_hat[662]",24,0.091,5.8,14,23,33,4129,1915,1.00
"y_hat[663]",27,0.096,6.1,17,27,37,4087,1896,1.00
"y_hat[664]",41,0.13,7.9,29,41,55,3950,1832,1.00
"y_hat[665]",29,0.099,6.3,19,28,39,4065,1885,1.00
"y_hat[666]",37,0.12,7.4,26,37,50,3978,1845,1.00
"y_hat[667]",47,0.14,8.8,34,47,62,3916,1816,1.00
"y_hat[668]",63,0.18,11,45,63,83,3865,1793,1.00
"y_hat[669]",-11,0.099,6.4,-22,-10,-0.45,4178,1938,1.00
"y_hat[670]",50,0.15,9.2,35,49,65,3907,1812,1.00
"y_hat[671]",-34,0.15,9.6,-50,-33,-18,4036,1872,1.00
"y_hat[672]",-16,0.11,7.0,-28,-15,-4.8,4139,1920,1.00
"y_hat[673]",-6.8,0.092,6.0,-17,-6.5,2.7,4201,1949,1.00
"y_hat[674]",88,0.25,16,63,87,115,3826,1775,1.00
"y_hat[675]",27,0.096,6.1,17,27,37,4085,1895,1.00
"y_hat[676]",-22,0.12,7.9,-36,-22,-9.7,4110,1906,1.00
"y_hat[677]",139,0.40,25,98,138,182,3807,1766,1.00
"y_hat[678]",-11,0.099,6.4,-22,-10,-0.42,4179,1938,1.00
"y_hat[679]",4.6,0.081,5.2,-4.2,4.7,13,4239,1966,1.00
"y_hat[680]",61,0.18,11,44,61,80,3870,1795,1.00
"y_hat[681]",-95,0.33,20,-129,-94,-63,3884,1801,1.00
"y_hat[682]",-12,0.10,6.5,-23,-11,-1.6,4169,1934,1.00
"y_hat[683]",-46,0.18,12,-65,-45,-27,3982,1847,1.00
"y_hat[684]",72,0.21,13,51,71,94,3847,1784,1.00
"y_hat[685]",-26,0.13,8.4,-40,-25,-13,4082,1894,1.00
"y_hat[686]",-37,0.16,10,-54,-36,-21,4022,1866,1.00
"y_hat[687]",45,0.13,8.4,31,44,59,3930,1823,1.00
"y_hat[688]",-64,0.23,15,-88,-63,-40,3929,1822,1.00
"y_hat[689]",27,0.095,6.1,17,26,37,4091,1897,1.00
"y_hat[690]",11,0.080,5.2,2.5,11,19,4225,1960,1.00
"y_hat[691]",67,0.19,12,48,66,87,3856,1789,1.00
"y_hat[692]",24,0.091,5.8,15,24,34,4128,1915,1.00
"y_hat[693]",-3.9,0.088,5.7,-14,-3.7,5.2,4216,1955,1.00
"y_hat[694]",17,0.083,5.4,8.3,17,26,4187,1942,1.00
"y_hat[695]",14,0.081,5.2,5.8,14,23,4206,1951,1.00
"y_hat[696]",58,0.17,11,41,58,76,3880,1800,1.00
"y_hat[697]",27,0.096,6.2,17,27,38,4082,1893,1.00
"y_hat[698]",-48,0.19,12,-68,-47,-29,3974,1843,1.00
"y_hat[699]",23,0.090,5.8,14,23,33,4133,1917,1.00
"y_hat[700]",-30,0.14,9.1,-46,-30,-16,4056,1881,1.00
"y_hat[701]",73,0.21,13,52,73,96,3844,1783,1.00
"y_hat[702]",11,0.080,5.2,2.4,11,19,4226,1960,1.00
"y_hat[703]",76,0.22,14,54,75,99,3840,1781,1.00
"y_hat[704]",51,0.15,9.4,36,51,67,3900,1809,1.00
"y_hat[705]",-28,0.14,8.8,-43,-28,-14,4067,1887,1.00
"y_hat[706]",26,0.095,6.1,17,26,37,4093,1898,1.00
"y_hat[707]",1.9,0.082,5.4,-7.0,2.1,11,4237,1965,1.00
"y_hat[708]",32,0.11,6.7,21,31,43,4029,1869,1.00
"y_hat[709]",-6.6,0.092,6.0,-17,-6.4,2.8,4202,1949,1.00
"y_hat[710]",-24,0.13,8.1,-38,-24,-11,4096,1900,1.00
"y_hat[711]",108,0.31,19,76,107,141,3815,1769,1.00
"y_hat[712]",14,0.081,5.2,5.4,14,23,4208,1952,1.00
"y_hat[713]",-25,0.13,8.3,-39,-24,-12,4090,1897,1.00
"y_hat[714]",6.5,0.080,5.2,-2.1,6.6,15,4238,1966,1.00
"y_hat[715]",39,0.12,7.6,27,39,52,3965,1839,1.00
"y_hat[716]",76,0.22,14,54,75,99,3840,1781,1.00
"y_hat[717]",17,0.083,5.4,8.4,17,26,4185,1941,1.00
"y_hat[718]",20,0.086,5.6,11,20,30,4158,1929,1.00
"y_hat[719]",-21,0.12,7.8,-35,-21,-9.2,4116,1909,1.00
"y_hat[720]",-87,0.30,19,-119,-86,-57,3892,1805,1.00
"y_hat[721]",22,0.089,5.7,13,22,32,4144,1922,1.00
"y_hat[722]",54,0.16,9.9,38,53,71,3892,1805,1.00
"y_hat[723]",-18,0.11,7.4,-31,-18,-6.9,4121,1911,1.00
"y_hat[724]",6.7,0.080,5.2,-1.8,6.7,15,4238,1966,1.00
"y_hat[725]",-4.7,0.089,5.8,-15,-4.5,4.5,4212,1954,1.00
"y_hat[726]",48,0.14,8.9,34,47,63,3914,1816,1.00
"y_hat[727]",18,0.084,5.4,9.0,18,27,4180,1939,1.00
"y_hat[728]",43,0.13,8.1,30,42,56,3942,1828,1.00
"y_hat[729]",34,0.11,6.9,23,33,45,4008,1859,1.00
"y_hat[730]",55,0.16,10,39,55,72,3888,1803,1.00
"y_hat[731]",23,0.089,5.7,13,22,32,4141,1921,1.00
"y_hat[732]",-12,0.10,6.5,-23,-12,-1.7,4167,1933,1.00
"y_hat[733]",-28,0.14,8.8,-43,-28,-14,4066,1886,1.00
"y_hat[734]",-18,0.11,7.3,-30,-17,-6.4,4125,1913,1.00
"y_hat[735]",87,0.25,16,62,86,114,3827,1775,1.00
"y_hat[736]",21,0.087,5.6,12,21,30,4154,1927,1.00
"y_hat[737]",101,0.29,18,71,100,132,3818,1771,1.00
"y_hat[738]",-99,0.34,21,-134,-98,-66,3880,1800,1.00
